source_file,account_path,name,enabled,type,action,target_folder,condition,conditions_count,fields,operators
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: jcentano@vermaat.es,yes,273,Move to folder,VERMAT,"OR (from,is,jcentano@vermaat.es) OR (from,is,@vermaat.es)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ventas5@3rgindustrial.com,yes,273,Move to folder,3RG,"OR (from,is,ventas5@3rgindustrial.com) OR (from,is,@3rgindustrial.com)",2,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: redd@redd.es,yes,17,Move to folder,REDD PARTS,"OR (from,is,redd@redd.es) OR (from,contains,@redd.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos@auto-eco.es,yes,273,Move to folder,AUXOL,"OR (from,is,pedidos@auto-eco.es) OR (from,contains,@auto-eco.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: pedidos@utsch.es,yes,273,Move to folder,UTSCH ESPAÑA,"AND (from,is,pedidos@utsch.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: gomezmotortaller@gmail.com,yes,273,Move to folder,GOMEZ MOTOR,"AND (from,is,gomezmotortaller@gmail.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@repuestoshubri.com,yes,17,Move to folder,REPUESTOS HUBRI,"OR (from,is,administracion@repuestoshubri.com) OR (from,contains,@repuestoshubri.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: no-reply@contabo.com,yes,273,Move to folder,CONTABO,"OR (from,is,no-reply@contabo.com) OR (from,contains,@contabo.com) OR (from,contains,contabo.com)",3,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@ferve.com,yes,273,Move to folder,FERVE,"OR (from,is,administracion@ferve.com) OR (from,contains,@ferve.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@frain.es,yes,273,Move to folder,RECAMBIOS FRAIN,"OR (from,is,facturacion@frain.es) OR (from,contains,@frain.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@gruposoledad.net,yes,17,Move to folder,NEUMATICOS SOLEDAD,"OR (from,is,noreply@gruposoledad.net) OR (from,contains,@gruposoledad.net)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: alba.martin@itwaam.com,yes,273,Move to folder,KRAFT,"OR (from,is,alba.martin@itwaam.com) OR (from,contains,@itwaam.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturas@lavozdealmeria.com,yes,273,Move to folder,LA VOZ DE ALMERIA,"OR (from,is,facturas@lavozdealmeria.com) OR (from,contains,@lavozdealmeria.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: info@instelnet.com,yes,273,Move to folder,INSTELNET,"OR (from,is,info@instelnet.com) OR (from,contains,@instelnet.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: info@corghi.es,yes,273,Move to folder,CORGHI,"AND (from,is,info@corghi.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@grupokettei.es,yes,273,Move to folder,KETI,"OR (from,is,facturacion@grupokettei.es) OR (from,contains,@grupokettei.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: damian.admon@redstellantis.es,yes,273,Move to folder,DAMIAN GOMEZ,"AND (from,is,damian.admon@redstellantis.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: avilamartinezvera@gmail.com,yes,273,Move to folder,AVILA MARTINEZ,"OR (from,is,avilamartinezvera@gmail.com) OR (from,contains,avilamartinezvera)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@arsys.es,yes,273,Move to folder,ARSYS,"OR (from,is,noreply@arsys.es) OR (from,contains,@arsys.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@concept-car.es,yes,17,Move to folder,CONCEPT CAR,"OR (from,is,administracion@concept-car.es) OR (from,contains,@concept-car.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@jbmcamp.com,yes,273,Move to folder,JBM,"OR (from,is,administracion@jbmcamp.com) OR (from,contains,@jbmcamp.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: admon@picoya.es,yes,273,Move to folder,PICOYA,"OR (from,is,admon@picoya.es) OR (from,contains,@picoya.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@pulpiautomocion.com,yes,273,Move to folder,PULPI AUTOMOCION,"OR (from,is,administracion@pulpiautomocion.com) OR (from,contains,@pulpiautomocion.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@agityres.com,yes,273,Move to folder,AGITYRES,"OR (from,is,administracion@agityres.com) OR (from,contains,@agityres.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@manosabombas.com,yes,273,Move to folder,MAÑOSA BOMBAS,"OR (from,is,administracion@manosabombas.com) OR (from,contains,@manosabombas.com)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: admin@llantauto.net,yes,273,Move to folder,LLANTAUTO,"OR (from,is,admin@llantauto.net) OR (from,contains,@llantauto.net)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion.royse@royse.es,yes,273,Move to folder,ROYSE,"OR (from,is,facturacion.royse@royse.es) OR (from,contains,@royse.es)",2,from,contains;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Bandeja de entrada,yes,273,Move to folder,TEXLIMA,"OR (from,contains,@texlimca.com)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Bandeja de entrada,yes,273,Move to folder,VT POWER,"OR (from,contains,pedidos@vtpower.es) OR (from,contains,@vtpower.es)",2,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: contabilidad2@localizadorsherlog.es,yes,273,Move to folder,LOCALIZADOR,"OR (from,contains,@localizadorsherlog.es)",1,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Bandeja de entrada,yes,17,Move to folder,SAN JOSE NEUMATICOS,"OR (from,contains,pedidos@sanjoseneumaticos.com) OR (from,contains,@sanjoseneumaticos.com)",2,from,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: silvia@logistik-re.com,yes,273,Move to folder,LOGISTIK,"OR (from,is,silvia@logistik-re.com) OR (from,ends with,@logistik-re.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: silvia@logistik-re.com,yes,273,Move to folder,LOGISTIK,"OR (from,is,silvia@logistik-re.com) OR (from,ends with,@logistik-re.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @grupovelasco.es,yes,337,Move to folder,FUENLAMOTOR,"AND (from,ends with,@grupovelasco.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @grupovelasco.es,yes,337,Move to folder,FUENLAMOTOR,"AND (from,ends with,@grupovelasco.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: jaidev.pradhan@serca.es,yes,17,Move to folder,SERCA FACTURACION,"OR (from,is,jaidev.pradhan@serca.es) OR (from,ends with,@serca.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto es: Facturas Electronicas NEX - AUTO RECAMBIOS VERA SL,yes,273,Move to folder,NEX TYRES,"OR (subject,is,Facturas Electronicas NEX - AUTO RECAMBIOS VERA SL)",1,subject,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: Facturas Electronicas NEX,yes,273,Move to folder,NEX TYRES,"OR (subject,contains,Facturas Electronicas NEX)",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @repuestosalmanzora.es,yes,273,Move to folder,REPUESTOS ALMANZORA,"OR (from,ends with,@repuestosalmanzora.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @nex.es,yes,273,Move to folder,NEX TYRES,"OR (from,ends with,@nex.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: Schaeffler Vehicle Lifetime ,yes,273,Move to folder,LUK,"AND (subject,contains,Schaeffler Vehicle Lifetime )",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: a.rojas@dapeugeot.net,yes,273,Move to folder,DAMIAN GOMEZ,"AND (from,is,a.rojas@dapeugeot.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: @dapeugeot.net,yes,273,Move to folder,DAMIAN GOMEZ,"OR (from,is,@dapeugeot.net)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @sogefigroup.com,yes,273,Move to folder,PURFLUX,"OR (from,ends with,@sogefigroup.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @superplaque.es,yes,273,Move to folder,SUPERPLAQUE,"OR (from,ends with,@superplaque.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @deldo.com,yes,273,Move to folder,DELDO,"AND (from,ends with,@deldo.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@productosliv.com,yes,17,Move to folder,PRODUCTOS LIV610ec48b,"OR (from,is,administracion@productosliv.com) OR (from,ends with,@productosliv.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: e-factura@fibraya.es,yes,17,Move to folder,INSTELNET,"AND (from,is,e-factura@fibraya.es)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: rlesaoplubesnacional@repsol.com,yes,17,Move to folder,REPSOL,"OR (from,is,rlesaoplubesnacional@repsol.com) OR (from,ends with,@repsol.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @dakolub.com,yes,273,Move to folder,DAKOLUB,"OR (from,ends with,@dakolub.com) OR (from,is,proveedores@dakolub.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: contabilidad@lizarte.onmicrosoft.com,yes,273,Move to folder,LIZARTE,"AND (from,is,contabilidad@lizarte.onmicrosoft.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: administracion@amadini.net,yes,273,Move to folder,AMADINI,"OR (from,is,administracion@amadini.net) OR (from,ends with,@amadini.net)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: factura@logistica.com,yes,273,Move to folder,LOGISTICA,"OR (from,is,factura@logistica.com) OR (from,ends with,@logistica.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noresponder@inter-matic.com,yes,273,Move to folder,ASYSUM,"OR (from,is,noresponder@inter-matic.com) OR (from,ends with,@inter-matic.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: nex.com,yes,273,Move to folder,NEX TYRES,"OR (from,ends with,nex.com)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@turbosbcn.es,yes,273,Move to folder,TURBOS BCN,"OR (from,is,noreply@turbosbcn.es) OR (from,ends with,@turbosbcn.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: noreply@gruposyrsa.com,yes,273,Move to folder,SYRSA,"OR (from,is,noreply@gruposyrsa.com) OR (from,ends with,@gruposyrsa.com) OR (from,contains,syrsa)",3,from,contains;ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: aplicacion@cooper2010.es,yes,273,Move to folder,REPUESTOS COOPER,"OR (from,is,aplicacion@cooper2010.es) OR (from,ends with,@cooper2010.es)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: postmaster@imasaf.eu,yes,17,Move to folder,IMASAF PRO,"OR (from,is,postmaster@imasaf.eu) OR (from,ends with,@imasaf.eu)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: ewaldner@airtopitalia.eu,yes,273,Move to folder,AIRTOP ITALIA,"OR (from,is,ewaldner@airtopitalia.eu) OR (from,ends with,@airtopitalia.eu)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: clientes@reynasa.com,yes,273,Move to folder,REYNASA,"OR (from,is,clientes@reynasa.com) OR (from,ends with,@reynasa.com)",2,from,ends with;is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,admin@arvera.es Â» Bandeja de entrada,yes,273,Move to folder,FILTROS CARTES,"OR (from,contains,facturacion@grupocartes.es) OR (to,contains,facturacion@grupocartes.es)",2,from;to,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Asunto contiene: noreply@Invoice.tecalliance.net,yes,17,Move to folder,LUK,"AND (subject,contains,\"" Schaeffler Automotive Aftermarket\"")",1,subject,contains
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente termina con: @skrit.es,yes,273,Move to folder,SKRIT INFORMATICA,"OR (from,ends with,@skrit.es)",1,from,ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente contiene: joaquin.carretero@rema-tiptop.es,yes,273,Move to folder,TIP-TOP,"OR (from,contains,joaquin.carretero@rema-tiptop.es) OR (from,ends with,@rema-tiptop.es)",2,from,contains;ends with
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: facturacion@ascauto.com,yes,273,Move to folder,ASCAUTO,"AND (from,is,facturacion@ascauto.com)",1,from,is
C:\Users\gines\AppData\Roaming\Thunderbird\Profiles\i2blparj.default\Mail\pop.serviciodecorreo-1.es\msgFilterRules.dat,Mail/pop.serviciodecorreo-1.es,Remitente es: docs-faib@frigair.com,yes,273,Move to folder,FRIG AIR,"AND (from,is,docs-faib@frigair.com)",1,from,is
